artist,FeaturedArtists,main_genre,featured_genre
Little River Band,NA,rock,
Air Supply,NA,rock,
Daryl Hall and John Oates,NA,rock,
Michael Jackson,NA,pop,
Christopher Cross,NA,rock,
Bryan Adams,NA,rock,
Kenny Loggins,NA,rock,
Lionel Richie,NA,rock,
Elton John,NA,rock,
Loverboy,NA,rock,
Men At Work,NA,rock,
Culture Club,NA,rock,
Debarge,NA,soul,
Sammy Hagar,NA,rock,
Dionne Warwick,NA,rock,
Journey,NA,rock,
Joe Jackson,NA,rock,
Stray Cats,NA,rock,
Shalamar,NA,soul,
Jackson Browne,NA,rock,
Moving Pictures,NA,,
Michael Jackson,NA,pop,
Def Leppard,NA,rock,
Musical Youth,NA,,
Spandau Ballet,NA,rock,
Eric Clapton,NA,rock,
Peabo Bryson,NA,rock,
Tom Petty and The Heartbreakers,NA,rock,
Joe Jackson,NA,rock,
"Earth, Wind and Fire",NA,soul,
Tina Turner,NA,rock,
Paul McCartney,NA,rock,
Kenny Loggins,NA,rock,
Phil Collins,NA,rock,
Van Halen,NA,rock,
Lionel Richie,NA,rock,
Yes,NA,rock,
Ray Parker Jr.,NA,disco,
Culture Club,NA,rock,
John Waite,NA,rock,
Lionel Richie,NA,rock,
Deniece Williams,NA,soul,
Bruce Springsteen,NA,rock,
Cyndi Lauper,NA,rock,
Cyndi Lauper,NA,rock,
Pointer Sisters,NA,rock,
Laura Branigan,NA,rock,
Daryl Hall and John Oates,NA,rock,
Thompson Twins,NA,rock,
Kool and The Gang,NA,soul,
Stevie Wonder,NA,soul,
Rockwell,NA,,
Nena,NA,,
Dan Hartman,NA,disco,
Sheila E.,NA,,
Lionel Richie,NA,rock,
Elton John,NA,rock,
Cyndi Lauper,NA,rock,
Madonna,NA,rock,
Corey Hart,NA,rock,
Billy Idol,NA,rock,
Eurythmics,NA,rock,
Billy Joel,NA,rock,
Night Ranger,NA,rock,
Cars,NA,rock,
Olivia Newton-John,NA,rock,
Chicago,NA,rock,
Peabo Bryson,NA,rock,
Pointer Sisters,NA,rock,
Shannon,NA,,
Julio Iglesias,NA,,
Billy Ocean,NA,rock,
Lionel Richie,NA,rock,
Elton John,NA,rock,
Huey Lewis and The News,NA,rock,
Kenny Rogers,NA,rock,
Pat Benatar,NA,rock,
Rod Stewart,NA,rock,
ZZ Top,NA,rock,
Rick Springfield,NA,rock,
Culture Club,NA,rock,
Huey Lewis and The News,NA,rock,
Cars,NA,rock,
Madonna,NA,rock,
Bruce Springsteen,NA,rock,
Quiet Riot,NA,rock,
Irene Cara,NA,disco,
Daryl Hall and John Oates,NA,rock,
Billy Joel,NA,rock,
Bananarama,NA,rock,
Wang Chung,NA,rock,
Pointer Sisters,NA,rock,
Ray Parker Jr.,NA,disco,
Michael Jackson,NA,pop,
Madonna,NA,rock,
John Lennon,NA,rock,
Culture Club,NA,rock,
Christopher Cross,NA,rock,
Debarge,NA,soul,
Police,NA,rock,
John Cougar Mellencamp,NA,rock,
Go-Go's,NA,rock,
Billy Joel,NA,rock,
Kool and The Gang,NA,soul,
Shalamar,NA,soul,
Rolling Stones,NA,rock,
John Cafferty,NA,,
Peter Schilling,NA,pop,
Cars,NA,rock,
Night Ranger,NA,rock,
Billy Squier,NA,rock,
Madonna,NA,rock,
Foreigner,NA,rock,
Chaka Khan,NA,soul,
Daryl Hall and John Oates,NA,rock,
Tears For Fears,NA,rock,
Dire Straits,NA,rock,
Madonna,NA,rock,
a-ha,NA,rock,
Paul Young,NA,rock,
REO Speedwagon,NA,rock,
Starship,NA,rock,
Huey Lewis and The News,NA,rock,
Simple Minds,NA,rock,
Kool and The Gang,NA,soul,
John Parr,NA,rock,
Glenn Frey,NA,rock,
Tears For Fears,NA,rock,
Stevie Wonder,NA,soul,
Whitney Houston,NA,pop,
Bryan Adams,NA,rock,
New Edition,NA,soul,
Billy Ocean,NA,rock,
Teena Marie,NA,soul,
Glenn Frey,NA,rock,
Ready For The World,NA,,
Debarge,NA,soul,
Phil Collins,NA,rock,
Chicago,NA,rock,
Pointer Sisters,NA,rock,
Pat Benatar,NA,rock,
Commodores,NA,rock,
Howard Jones,NA,rock,
Aretha Franklin,NA,soul,
Corey Hart,NA,rock,
Phil Collins,NA,rock,
Sheena Easton,NA,rock,
Whitney Houston,NA,pop,
Survivor,NA,rock,
Diana Ross,NA,soul,
Phil Collins,NA,rock,
Billy Ocean,NA,rock,
Don Henley,NA,rock,
Murray Head,NA,,
Animotion,NA,pop,
Tina Turner,NA,rock,
Madonna,NA,rock,
Tina Turner,NA,rock,
Tears For Fears,NA,rock,
Sade,NA,soul,
Mary Jane Girls,NA,disco,
Phil Collins,NA,rock,
Cyndi Lauper,NA,rock,
Bryan Adams,NA,rock,
Bruce Springsteen,NA,rock,
Kool and The Gang,NA,soul,
Eurythmics,NA,rock,
Paul McCartney,NA,rock,
Survivor,NA,rock,
Bryan Adams,NA,rock,
Katrina and The Waves,NA,,
Ashford and Simpson,NA,soul,
Madonna,NA,rock,
Bruce Springsteen,NA,rock,
Daryl Hall and John Oates,NA,rock,
Thompson Twins,NA,rock,
Debarge,NA,soul,
John Cougar Mellencamp,NA,rock,
Heart,NA,rock,
Kool and The Gang,NA,soul,
Jermaine Jackson,NA,disco,
Bruce Springsteen,NA,rock,
Tina Turner,NA,rock,
Aretha Franklin,NA,soul,
Lionel Richie,NA,rock,
Don Henley,NA,rock,
Madonna,NA,rock,
Night Ranger,NA,rock,
Sheena Easton,NA,rock,
Lionel Richie,NA,rock,
Patti Labelle,NA,soul,
Mr. Mister,NA,rock,
Whitney Houston,NA,pop,
Eddie Murphy,NA,,
Survivor,NA,rock,
Mr. Mister,NA,rock,
Robert Palmer,NA,rock,
Whitney Houston,NA,pop,
Atlantic Starr,NA,soul,
Peter Cetera,NA,rock,
Pet Shop Boys,NA,pop,
Billy Ocean,NA,rock,
Simple Minds,NA,rock,
Heart,NA,rock,
Steve Winwood,NA,rock,
Huey Lewis and The News,NA,rock,
Simply Red,NA,rock,
Peter Gabriel,NA,rock,
Starship,NA,rock,
Human League,NA,rock,
Nu Shooz,NA,,
Berlin,NA,pop,
Madonna,NA,rock,
Bon Jovi,NA,rock,
Billy Ocean,NA,rock,
Janet Jackson,NA,soul,
Heart,NA,rock,
Madonna,NA,rock,
Belinda Carlisle,NA,rock,
Level 42,NA,rock,
Bananarama,NA,rock,
Lionel Richie,NA,rock,
Miami Sound Machine,NA,,
Cyndi Lauper,NA,rock,
Kenny Loggins,NA,rock,
Janet Jackson,NA,soul,
Howard Jones,NA,rock,
Robert Palmer,NA,rock,
Miami Sound Machine,NA,,
Bangles,NA,rock,
Dire Straits,NA,rock,
Boston,NA,rock,
Stacey Q,NA,,
Orchestral Manoeuvres In The Dark,NA,rock,
Sade,NA,soul,
INXS,NA,rock,
Stevie Nicks,NA,rock,
Janet Jackson,NA,soul,
Eddie Money,NA,rock,
Scritti Politti,NA,rock,
James Brown,NA,soul,
El Debarge,NA,,
Cameo,NA,soul,
Van Halen,NA,rock,
Tina Turner,NA,rock,
John Cougar Mellencamp,NA,rock,
Baltimora,NA,,
Michael McDonald,NA,rock,
Madonna,NA,rock,
Miami Sound Machine,NA,,
ZZ Top,NA,rock,
Cars,NA,rock,
Rod Stewart,NA,rock,
Sheila E.,NA,,
Elton John,NA,rock,
Phil Collins,NA,rock,
Run-D.M.C.,NA,hip-hop,
Anita Baker,NA,soul,
Moody Blues,NA,rock,
Paul McCartney,NA,rock,
Daryl Hall,NA,rock,
Force M.D.'s,NA,,
Thompson Twins,NA,rock,
Lionel Richie,NA,rock,
George Michael,NA,rock,
Stevie Wonder,NA,soul,
Bangles,NA,rock,
Heart,NA,rock,
Whitney Houston,NA,pop,
Starship,NA,rock,
Robbie Nevil,NA,,
Whitesnake,NA,rock,
Bruce Hornsby and The Range,NA,,
Bob Seger,NA,rock,
Bon Jovi,NA,rock,
Los Lobos,NA,rock,
Wang Chung,NA,rock,
Crowded House,NA,rock,
Atlantic Starr,NA,soul,
U2,NA,rock,
Jody Watley,NA,disco,
Billy Idol,NA,rock,
Chris De Burgh,NA,rock,
Whitney Houston,NA,pop,
U2,NA,rock,
George Michael,NA,rock,
Peter Cetera,NA,rock,
Madonna,NA,rock,
Cutting Crew,NA,rock,
Kim Wilde,NA,,
Georgia Satellites,NA,rock,
Aretha Franklin,NA,soul,
Janet Jackson,NA,soul,
Linda Ronstadt,NA,rock,
Huey Lewis and The News,NA,rock,
Madonna,NA,rock,
Michael Jackson,NA,pop,
Madonna,NA,rock,
Janet Jackson,NA,soul,
Huey Lewis and The News,NA,rock,
Chicago,NA,rock,
Fleetwood Mac,NA,rock,
Suzanne Vega,NA,rock,
Bananarama,NA,rock,
Richard Marx,NA,rock,
Madonna,NA,rock,
Michael Jackson,NA,pop,
Cyndi Lauper,NA,rock,
Dan Hill,NA,rock,
Billy Idol,NA,rock,
Bruce Hornsby and The Range,NA,,
Swing Out Sister,NA,,
Ben E. King,NA,soul,
Gloria Estefan and Miami Sound Machine,NA,,
Bon Jovi,NA,rock,
Peter Gabriel,NA,rock,
Steve Winwood,NA,rock,
Survivor,NA,rock,
Herb Alpert,NA,,
Fleetwood Mac,NA,rock,
Lou Gramm,NA,rock,
Crowded House,NA,rock,
Bryan Adams,NA,rock,
Bruce Springsteen,NA,rock,
Smokey Robinson,NA,soul,
Bruce Willis,NA,,
Kool and The Gang,NA,soul,
Pretenders,NA,rock,
Huey Lewis and The News,NA,rock,
Breakfast Club,NA,,
Lionel Richie,NA,rock,
Kenny Loggins,NA,rock,
Cutting Crew,NA,rock,
Beastie Boys,NA,hip-hop,
Ready For The World,NA,,
George Michael,NA,rock,
INXS,NA,rock,
George Harrison,NA,rock,
Rick Astley,NA,rock,
Guns N' Roses,NA,rock,
Whitney Houston,NA,pop,
Belinda Carlisle,NA,rock,
Breathe,NA,pop,
Steve Winwood,NA,rock,
George Michael,NA,rock,
Terence Trent d'Arby,NA,,
Gloria Estefan and Miami Sound Machine,NA,,
Cheap Trick,NA,rock,
Billy Ocean,NA,rock,
Whitesnake,NA,rock,
Def Leppard,NA,rock,
Taylor Dayne,NA,rock,
Michael Jackson,NA,pop,
Robert Palmer,NA,rock,
Richard Marx,NA,rock,
Johnny Hates Jazz,NA,rock,
George Michael,NA,rock,
Phil Collins,NA,rock,
Def Leppard,NA,rock,
Richard Marx,NA,rock,
Whitney Houston,NA,pop,
Aerosmith,NA,rock,
Bangles,NA,rock,
Michael Jackson,NA,pop,
Bobby McFerrin,NA,,
UB40,NA,reggae,
Bon Jovi,NA,rock,
Beach Boys,NA,rock,
Elton John,NA,rock,
Rick Astley,NA,rock,
George Michael,NA,rock,
INXS,NA,rock,
Richard Marx,NA,rock,
Chicago,NA,rock,
Kylie Minogue,NA,rock,
Pet Shop Boys,NA,pop,
Information Society,NA,pop,
Taylor Dayne,NA,rock,
Jody Watley,NA,disco,
U2,NA,rock,
Belinda Carlisle,NA,rock,
Terence Trent d'Arby,NA,,
Pebbles,NA,,
Michael Jackson,NA,pop,
Pebbles,NA,,
Huey Lewis and The News,NA,rock,
INXS,NA,rock,
New Edition,NA,soul,
Peter Cetera,NA,rock,
Cheap Trick,NA,rock,
Elton John,NA,rock,
Daryl Hall and John Oates,NA,rock,
Foreigner,NA,rock,
Keith Sweat,NA,soul,
Natalie Cole,NA,rock,
Tracy Chapman,NA,rock,
Icehouse,NA,pop,
Bruce Hornsby and The Range,NA,,
Bobby Brown,NA,hip-hop,
Pet Shop Boys,NA,pop,
Van Halen,NA,rock,
Paul Carrack,NA,rock,
Joan Jett and The Blackhearts,NA,,
Foreigner,NA,rock,
Steve Winwood,NA,rock,
Whitney Houston,NA,pop,
Gloria Estefan and Miami Sound Machine,NA,,
George Michael,NA,rock,
Cher,NA,rock,
INXS,NA,rock,
Steve Winwood,NA,rock,
Poison,NA,rock,
Taylor Dayne,NA,rock,
Chicago,NA,rock,
Bobby Brown,NA,hip-hop,
Poison,NA,rock,
Paula Abdul,NA,rock,
Janet Jackson,NA,soul,
Paula Abdul,NA,rock,
Milli Vanilli,NA,,
Anita Baker,NA,soul,
Richard Marx,NA,rock,
Gloria Estefan,NA,,
Milli Vanilli,NA,,
Roxette,NA,rock,
Fine Young Cannibals,NA,rock,
Bobby Brown,NA,hip-hop,
Phil Collins,NA,rock,
Milli Vanilli,NA,,
Roxette,NA,rock,
Bon Jovi,NA,rock,
Madonna,NA,rock,
New Kids On The Block,NA,,
Breathe,NA,pop,
Milli Vanilli,NA,,
Paula Abdul,NA,rock,
Bangles,NA,rock,
Tone Loc,NA,electronic/dance,
Bad English,NA,rock,
Cher,NA,rock,
Neneh Cherry,NA,electronic/dance,
Taylor Dayne,NA,rock,
Bon Jovi,NA,rock,
Fine Young Cannibals,NA,rock,
Sheena Easton,NA,rock,
Young M.C.,NA,hip-hop,
Great White,NA,rock,
Jody Watley,NA,disco,
Bobby Brown,NA,hip-hop,
New Kids On The Block,NA,,
Rod Stewart,NA,rock,
Love and Rockets,NA,,
New Kids On The Block,NA,,
Def Leppard,NA,rock,
Richard Marx,NA,rock,
Madonna,NA,rock,
Donny Osmond,NA,,
Tears For Fears,NA,rock,
Madonna,NA,rock,
Skid Row,NA,rock,
Tone Loc,NA,electronic/dance,
Bangles,NA,rock,
Natalie Cole,NA,rock,
Jeff Healey Band,NA,rock,
Guns N' Roses,NA,rock,
Eddie Money,NA,rock,
New Kids On The Block,NA,,
Guns N' Roses,NA,rock,
Surface,NA,,
Lita Ford,NA,rock,
Cher,NA,rock,
Bobby Brown,NA,hip-hop,
Aerosmith,NA,rock,
Bon Jovi,NA,rock,
Edie Brickell and The New Bohemians,NA,,
Guns N' Roses,NA,rock,
Rick Astley,NA,rock,
Babyface,NA,soul,
Alice Cooper,NA,rock,
Michael Jackson,NA,pop,
Bobby Brown,NA,hip-hop,
Don Henley,NA,rock,
Soul II Soul,NA,electronic/dance,
Wilson Phillips,NA,rock,
Roxette,NA,rock,
Sinead O'Connor,NA,rock,
Bell Biv Devoe,NA,hip-hop,
Madonna,NA,rock,
Mariah Carey,NA,pop,
Phil Collins,NA,rock,
En Vogue,NA,soul,
Billy Idol,NA,rock,
Jon Bon Jovi,NA,,
Bell Biv Devoe,NA,hip-hop,
Michael Bolton,NA,rock,
Technotronic,NA,electronic/dance,
Paula Abdul,NA,rock,
Janet Jackson,NA,soul,
Heart,NA,rock,
Maxi Priest,NA,reggae,
Alannah Myles,NA,,
Wilson Phillips,NA,rock,
Linda Ronstadt,NA,rock,
Lisa Stansfield,NA,rock,
Johnny Gill,NA,soul,
Sweet Sensation,NA,,
Nelson,NA,country,
Taylor Dayne,NA,rock,
Poison,NA,rock,
New Kids On The Block,NA,,
Roxette,NA,rock,
Billy Joel,NA,rock,
Rod Stewart,NA,rock,
Janet Jackson,NA,soul,
Jody Watley,NA,disco,
Luther Vandross,NA,soul,
Janet Jackson,NA,soul,
Vanilla Ice,NA,electronic/dance,
Milli Vanilli,NA,,
M.C. Hammer,NA,electronic/dance,
Taylor Dayne,NA,rock,
Janet Jackson,NA,soul,
George Michael,NA,rock,
Michael Bolton,NA,rock,
Phil Collins,NA,rock,
M.C. Hammer,NA,electronic/dance,
Phil Collins,NA,rock,
Lou Gramm,NA,rock,
Phil Collins,NA,rock,
Janet Jackson,NA,soul,
Aerosmith,NA,rock,
Digital Underground,NA,hip-hop,
Taylor Dayne,NA,rock,
Tom Petty,NA,rock,
Pebbles,NA,,
Depeche Mode,NA,pop,
Tesla,NA,rock,
Bad English,NA,rock,
Go West,NA,rock,
Chicago,NA,rock,
Skid Row,NA,rock,
Gloria Estefan,NA,,
Faith No More,NA,rock,
Mariah Carey,NA,pop,
Cher,NA,rock,
B-52s,NA,rock,
Milli Vanilli,NA,,
Billy Joel,NA,rock,
Babyface,NA,soul,
Paul Young,NA,rock,
Paula Abdul,NA,rock,
Michael Bolton,NA,rock,
Keith Sweat,NA,soul,
New Kids On The Block,NA,,
Aerosmith,NA,rock,
Kiss,NA,rock,
Biz Markie,NA,hip-hop,
Motley Crue,NA,rock,
Jive Bunny,NA,,
Mellow Man Ace,NA,,
Bryan Adams,NA,rock,
C+C Music Factory,NA,electronic/dance,
Paula Abdul,NA,rock,
EMF,NA,pop,
Extreme,NA,rock,
Surface,NA,,
Boyz II Men,NA,pop,
Stevie B,NA,,
Mariah Carey,NA,pop,
Whitney Houston,NA,pop,
Jesus Jones,NA,pop,
Janet Jackson,NA,soul,
Marky Mark and The Funky Bunch,NA,,
Madonna,NA,rock,
Mariah Carey,NA,pop,
Roxette,NA,rock,
Mariah Carey,NA,pop,
Wilson Phillips,NA,rock,
Amy Grant,NA,,
Gloria Estefan,NA,,
Lenny Kravitz,NA,rock,
C+C Music Factory,NA,electronic/dance,
Celine Dion,NA,,
Paula Abdul,NA,rock,
Whitney Houston,NA,pop,
Firehouse,NA,rock,
Roxette,NA,rock,
Extreme,NA,rock,
Wilson Phillips,NA,rock,
Michael Bolton,NA,rock,
Rod Stewart,NA,rock,
Divinyls,NA,,
Bonnie Raitt,NA,rock,
Nelson,NA,country,
Vanilla Ice,NA,electronic/dance,
Bryan Adams,NA,rock,
KLF,NA,electronic/dance,
Michael Bolton,NA,rock,
LL Cool J,NA,hip-hop,
Styx,NA,rock,
Mariah Carey,NA,pop,
Rick Astley,NA,rock,
UB40,NA,reggae,
UB40,NA,reggae,
Tesla,NA,rock,
Keith Sweat,NA,soul,
Michael W. Smith,NA,,
Poison,NA,rock,
Chris Issak,NA,,
Oleta Adams,NA,,
Tevin Campbell,NA,soul,
Queensryche,NA,rock,
Jesus Jones,NA,pop,
Aaron Neville,NA,soul,
INXS,NA,rock,
Deee-Lite,NA,electronic/dance,
Chesney Hawkes,NA,,
Naughty By Nature,NA,hip-hop,
George Michael,NA,rock,
Salt-N-Pepa,NA,hip-hop,
Rod Stewart,NA,rock,
Boyz II Men,NA,pop,
Sir Mix-a-Lot,NA,hip-hop,
Kris Kross,NA,,
Eric Clapton,NA,rock,
En Vogue,NA,soul,
Red Hot Chili Peppers,NA,rock,
Jon Secada,NA,,
Shanice,NA,rnb,
Mr. Big,NA,rock,
Right Said Fred,NA,electronic/dance,
Michael Jackson,NA,pop,
Billy Ray Cyrus,NA,country,
Mariah Carey,NA,pop,
Guns N' Roses,NA,rock,
Tom Cochrane,NA,,
Michael Jackson,NA,pop,
CeCe Peniston,NA,electronic/dance,
Madonna,NA,rock,
Mariah Carey,NA,pop,
House Of Pain,NA,hip-hop,
George Michael,NA,rock,
Atlantic Starr,NA,soul,
Celine Dion,NA,,
En Vogue,NA,soul,
Nirvana,NA,rock,
Bobby Brown,NA,hip-hop,
Sophie B. Hawkins,NA,rock,
Boyz II Men,NA,pop,
Technotronic,NA,electronic/dance,
Arrested Development,NA,hip-hop,
Luther Vandross,NA,soul,
Mariah Carey,NA,pop,
Elton John,NA,rock,
P.M. Dawn,NA,,
Shakespear's Sister,NA,,
Mint Condition,NA,soul,
P.M. Dawn,NA,,
Amy Grant,NA,,
Michael Bolton,NA,rock,
Richard Marx,NA,rock,
U2,NA,rock,
George Michael,NA,rock,
Heights,NA,alternative/indie,
U2,NA,rock,
CeCe Peniston,NA,electronic/dance,
Kris Kross,NA,,
Michael Jackson,NA,pop,
Arrested Development,NA,hip-hop,
Marky Mark And The Funky Bunch,NA,,
Bryan Adams,NA,rock,
Paula Abdul,NA,rock,
Bryan Adams,NA,rock,
Michael Bolton,NA,rock,
N2Deep,NA,,
Richard Marx,NA,rock,
Firehouse,NA,rock,
Jade,NA,,
Boyz II Men,NA,pop,
Mary J. Blige,NA,soul,
KLF,NA,electronic/dance,
Amy Grant,NA,,
Richard Marx,NA,rock,
En Vogue,NA,soul,
Keith Sweat,NA,soul,
Mr. Big,NA,rock,
Amy Grant,NA,,
CeCe Peniston,NA,electronic/dance,
Def Leppard,NA,rock,
Das EFX,NA,hip-hop,
Bonnie Raitt,NA,rock,
Whitney Houston,NA,pop,
UB40,NA,reggae,
Janet Jackson,NA,soul,
SWV,NA,soul,
Shai,NA,rnb,
Mariah Carey,NA,pop,
Wreckx-N-Effect,NA,electronic/dance,
Snow,NA,rock,
Dr. Dre,NA,hip-hop,
Boyz II Men,NA,pop,
Jade,NA,,
Jodeci,NA,hip-hop,
Robin S.,NA,electronic/dance,
Peabo Bryson,NA,rock,
Janet Jackson,NA,soul,
SWV,NA,soul,
Soul Asylum,NA,rock,
Billy Joel,NA,rock,
Spin Doctors,NA,rock,
Whitney Houston,NA,pop,
Arrested Development,NA,hip-hop,
Rod Stewart,NA,rock,
Shanice,NA,rnb,
Meat Loaf,NA,rock,
Onyx,NA,hip-hop,
P.M. Dawn,NA,,
Whitney Houston,NA,pop,
Shai,NA,rnb,
Tina Turner,NA,rock,
P.M. Dawn,NA,,
Naughty By Nature,NA,hip-hop,
Toni Braxton,NA,soul,
Michael Jackson,NA,pop,
Bobby Brown,NA,hip-hop,
4 Non Blondes,NA,rock,
Ace Of Base,NA,electronic/dance,
Dr. Dre,NA,hip-hop,
Brian McKnight,NA,soul,
Xscape,NA,soul,
2Pac,NA,hip-hop,
Bon Jovi,NA,rock,
Mary J. Blige,NA,soul,
Aerosmith,NA,rock,
Zhane,NA,soul,
Cypress Hill,NA,hip-hop,
Madonna,NA,rock,
Madonna,NA,rock,
Inner Circle,NA,reggae,
Jon Secada,NA,,
Jon Secada,NA,,
Janet Jackson,NA,soul,
Restless Heart,NA,country,
Inner Circle,NA,reggae,
Ice Cube,NA,hip-hop,
Captain Hollywood Project,NA,electronic/dance,
Heights,NA,alternative/indie,
Digable Planets,NA,hip-hop,
Haddaway,NA,electronic/dance,
Michael Bolton,NA,rock,
En Vogue,NA,soul,
Kris Kross,NA,,
Ice Cube,NA,hip-hop,
Go West,NA,rock,
Rod Stewart,NA,rock,
Tears For Fears,NA,rock,
Aerosmith,NA,rock,
Gin Blossoms,NA,rock,
Jade,NA,,
Taylor Dayne,NA,rock,
Def Leppard,NA,rock,
Ace Of Base,NA,electronic/dance,
Boyz II Men,NA,pop,
Celine Dion,NA,,
Mariah Carey,NA,pop,
Lisa Loeb,NA,rock,
Toni Braxton,NA,soul,
"Bryan Adams, Rod Stewart and Sting",NA,,
Ace Of Base,NA,electronic/dance,
Ace Of Base,NA,electronic/dance,
R. Kelly,NA,,
Janet Jackson,NA,soul,
Madonna,NA,rock,
Salt-N-Pepa,NA,hip-hop,
John Mellencamp,NA,rock,
Toni Braxton,NA,soul,
Elton John,NA,rock,
Coolio,NA,hip-hop,
Big Mountain,NA,,
Warren G,NA,hip-hop,
Jon Secada,NA,,
Aaliyah,NA,soul,
Richard Marx,NA,rock,
Babyface,NA,soul,
Bryan Adams,NA,rock,
Salt-N-Pepa,NA,hip-hop,
Collective Soul,NA,rock,
Michael Bolton,NA,rock,
Enigma,NA,,
Sheryl Crow,NA,rock,
Crash Test Dummies,NA,rock,
Tevin Campbell,NA,soul,
Meat Loaf,NA,rock,
"10,000 Maniacs",NA,rock,
Melissa Etheridge,NA,rock,
Changing Faces,NA,soul,
Tevin Campbell,NA,soul,
Mariah Carey,NA,pop,
Janet Jackson,NA,soul,
Cranberries,NA,rock,
Gin Blossoms,NA,rock,
Snoop Doggy Dogg,NA,hip-hop,
Bruce Springsteen,NA,rock,
Luther Vandross,NA,soul,
Xscape,NA,soul,
Warren G,NA,hip-hop,
Jodeci,NA,hip-hop,
2Pac,NA,hip-hop,
R. Kelly,NA,,
69 Boyz,NA,,
Jimmy Cliff,NA,reggae,
Babyface,NA,soul,
Aerosmith,NA,rock,
Xscape,NA,soul,
Aaliyah,NA,soul,
Meat Loaf,NA,rock,
Aerosmith,NA,rock,
Erasure,NA,pop,
Zhane,NA,soul,
Gabrielle,NA,rock,
Culture Beat,NA,electronic/dance,
Tom Petty and The Heartbreakers,NA,rock,
SWV,NA,soul,
Craig Mack,NA,hip-hop,
Queen Latifah,NA,hip-hop,
Madonna,NA,rock,
Ini Kamoze,NA,reggae,
Phil Collins,NA,rock,
Tim McGraw,NA,country,
Heavy D and The Boyz,NA,hip-hop,
Tim McGraw,NA,country,
Bon Jovi,NA,rock,
Melissa Etheridge,NA,rock,
Bonnie Raitt,NA,rock,
Tevin Campbell,NA,soul,
Haddaway,NA,electronic/dance,
Babyface,NA,soul,
Ice Cube,NA,hip-hop,
Brandy,NA,pop,
Coolio,NA,hip-hop,
Boyz II Men,NA,pop,
Mariah Carey,NA,pop,
Madonna,NA,rock,
Montell Jordan,NA,rnb,
Boyz II Men,NA,pop,
Adina Howard,NA,rnb,
Blues Traveler,NA,rock,
Bryan Adams,NA,rock,
Bon Jovi,NA,rock,
Des'ree,NA,rock,
Michael Jackson,NA,pop,
Hootie and The Blowfish,NA,rock,
Ini Kamoze,NA,reggae,
Soul For Real,NA,rnb,
Hootie and The Blowfish,NA,rock,
Blessid Union Of Souls,NA,rock,
Janet Jackson,NA,soul,
Sheryl Crow,NA,rock,
Jon B.,NA,soul,
Hootie and The Blowfish,NA,rock,
Brownstone,NA,soul,
Luniz,NA,,
Brandy,NA,pop,
Sophie B. Hawkins,NA,rock,
Collective Soul,NA,rock,
Diana King,NA,,
Melissa Etheridge,NA,rock,
Soul For Real,NA,rnb,
Brandy,NA,pop,
Boyz II Men,NA,pop,
Dr. Dre,NA,hip-hop,
Del Amitri,NA,rock,
Jodeci,NA,hip-hop,
Skee-lo,NA,hip-hop,
Elton John,NA,rock,
Natalie Merchant,NA,rock,
Tom Petty,NA,rock,
Take That,NA,pop,
69 Boyz,NA,,
Total,NA,hip-hop,
Sheryl Crow,NA,rock,
Bon Jovi,NA,rock,
Madonna,NA,rock,
Junior M.A.F.I.A.,NA,hip-hop,
Naughty By Nature,NA,hip-hop,
Jade,NA,,
Brandy,NA,pop,
Annie Lennox,NA,rock,
Faith Evans,NA,hip-hop,
U2,NA,rock,
Better Than Ezra,NA,rock,
Gloria Estefan,NA,,
Bone Thugs-N-Harmony,NA,hip-hop,
Firehouse,NA,rock,
Rednex,NA,electronic/dance,
Boyz II Men,NA,pop,
Pretenders,NA,rock,
Brandy,NA,pop,
Soul Asylum,NA,rock,
Van Halen,NA,rock,
Mariah Carey,NA,pop,
Celine Dion,NA,,
Mariah Carey,NA,pop,
Tracy Chapman,NA,rock,
Bone Thugs-N-Harmony,NA,hip-hop,
Keith Sweat,NA,soul,
Everything But The Girl,NA,rock,
Alanis Morissette,NA,rock,
Whitney Houston,NA,pop,
Brandy,NA,pop,
Celine Dion,NA,,
Eric Clapton,NA,rock,
LL Cool J,NA,hip-hop,
LL Cool J,NA,hip-hop,
Jann Arden,NA,,
Goo Goo Dolls,NA,rock,
R. Kelly,NA,,
Joan Osborne,NA,rock,
Natalie Merchant,NA,rock,
Mary J. Blige,NA,soul,
Coolio,NA,hip-hop,
112,NA,hip-hop,
R. Kelly,NA,,
SWV,NA,soul,
Deep Blue Something,NA,rock,
Collective Soul,NA,rock,
3t,NA,,
Smashing Pumpkins,NA,rock,
Total,NA,hip-hop,
Whitney Houston,NA,pop,
Mariah Carey,NA,pop,
Hootie and The Blowfish,NA,rock,
Madonna,NA,rock,
Blues Traveler,NA,rock,
LL Cool J,NA,hip-hop,
George Michael,NA,rock,
Kris Kross,NA,,
Bodeans,NA,rock,
No Doubt,NA,rock,
Aaliyah,NA,soul,
John Mellencamp,NA,rock,
Ginuwine,NA,hip-hop,
Keith Sweat,NA,soul,
Sheryl Crow,NA,rock,
Sophie B. Hawkins,NA,rock,
Mc Lyte,NA,hip-hop,
Natalie Merchant,NA,rock,
Melissa Etheridge,NA,rock,
Toni Braxton,NA,soul,
R. Kelly,NA,,
Janet Jackson,NA,soul,
New Edition,NA,soul,
Total,NA,hip-hop,
Junior M.A.F.I.A.,NA,hip-hop,
Maxi Priest,NA,reggae,
